date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:24:41	20122/20122	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/@popperjs/core/umd/popper.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/@popperjs/core/umd/popper.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:41	80721/80721	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/bootstrap/js/bootstrap.bundle.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:42	46653/46653	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/defaultmenu.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/defaultmenu.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:42	6329/6329	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/node-waves/waves.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/node-waves/waves.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:42	448/448	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/sticky.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/sticky.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:43	683498/683498	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2019:31:32%20GMT	https://spruko.com/demo/ynex/dist/assets/css/styles.min.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/css/styles.min.css	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:43	65923/65923	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/simplebar/simplebar.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/simplebar/simplebar.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:43	178/178	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/simplebar.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/simplebar.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:44	32835/32835	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/jsvectormap/js/jsvectormap.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/jsvectormap/js/jsvectormap.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:44	72628/72628	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/@simonwep/pickr/pickr.es5.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/@simonwep/pickr/pickr.es5.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:46	103490/103490	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/jsvectormap/maps/world-merc.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/jsvectormap/maps/world-merc.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:47	199560/199560	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/chart.js/chart.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/chart.js/chart.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:48	17227/17227	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/crm-dashboard.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/crm-dashboard.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:48	15966/15966	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/custom.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/custom.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:49	48482/48482	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:46%20GMT	https://spruko.com/demo/ynex/dist/assets/js/custom-switcher.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/js/custom-switcher.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:49	515578/515578	---M--	200	added ('OK')	application/javascript	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/libs/apexcharts/apexcharts.min.js	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/libs/apexcharts/apexcharts.min.js	(from https://spruko.com/demo/ynex/dist/html/index.html)
19:24:49	12841/12841	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:26%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/feather.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/feather/feather.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:49	132923/132923	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:50	95910/95910	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:50	80533/80533	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:32%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/bootstrap-icons.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/bootstrap-icons.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:51	110644/110644	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/line-awesome/1.3.0/css/line-awesome.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/line-awesome/1.3.0/css/line-awesome.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:52	94202/94202	---M--	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/boxicons/css/boxicons.css	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/boxicons/css/boxicons.css	(from https://spruko.com/demo/ynex/dist/assets/css/icons.css)
19:24:53	156228/156228	---M--	200	added ('OK')	font/woff2	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.woff2?t=1705244689813	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon0b0b.woff2	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css)
19:24:53	504228/504228	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.eot?t=1705244689813	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon0b0b.eot	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css)
19:24:54	214620/214620	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.woff?t=1705244689813	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon0b0b.woff	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css)
19:24:54	64468/64468	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont.eot?t=1501841394106	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont6cfa.eot	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/feather.css)
19:24:55	66816/66816	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont.ttf	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont.ttf	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/feather.css)
19:24:57	102380/102380	---M--	200	added ('OK')	font/woff2	date:Sat,%2024%20Feb%202024%2018:26:38%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/fonts/bootstrap-icons.woff2?08efbba7c53d8c5413793eecb19b20bb	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/fonts/bootstrap-iconse8a7.woff2	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/bootstrap-icons.css)
19:24:57	166680/166680	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont.svg	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/feather/fonts/feather/feather-webfont.svg	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/feather/feather.css)
19:24:57	504056/504056	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.ttf?t=1705244689813	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon0b0b.ttf	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css)
19:24:58	137216/137216	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Feb%202024%2018:26:38%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/fonts/bootstrap-icons.woff?08efbba7c53d8c5413793eecb19b20bb	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/fonts/bootstrap-iconse8a7.woff	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/bootstrap-icons/icons/font/bootstrap-icons.css)
19:24:59	372700/372700	---M--	200	added ('OK')	font/woff2	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.woff2	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.woff2	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
19:25:06	515936/515936	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.woff	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.woff	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
19:25:07	963920/963920	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.eot	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.eot	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
19:25:08	963920/963920	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.eot?	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-iconsd41d.eot	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
19:25:12	2359785/2359785	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2024%20Feb%202024%2018:26:28%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.svg?t=1705244689813	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon0b0b.svg	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/RemixIcons/fonts/remixicon.css)
19:25:15	963736/963736	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.ttf	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.ttf	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
19:26:33	3807944/3807944	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2024%20Feb%202024%2018:26:36%20GMT	https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.svg	E:/Year%204%20Camvyber/Lesson%20Foundation/JavaScript/personal%20web/spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/fonts/tabler-icons.svg	(from https://spruko.com/demo/ynex/dist/assets/icon-fonts/tabler-icons/iconfont/tabler-icons.css)
